Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Supplier,Item_Type,Item_MRP,Sale_Date,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDQ48,14.3,regular,0.034551415,Leepad,Baking Goods,98.1726,21/03/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,685.1082
FDN20,19.35,low fat,0.026329989,Lovdom,Fruits and Vegetables,169.2474,02/03/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,3705.8428
FDA15,9.3,low fat,0.016009057,Airare,Dairy,250.6092,01/04/2018,OUT013,1987,High,Tier 3,Supermarket Type1,6474.2392
FDS48,12.27710821,low fat,0.048637888,Rantsknox,Baking Goods,149.7708,17/11/2017,OUT019,1985,Small,Tier 1,Grocery Store,150.4708
FDW02,4.805,regular,0.037852995,Randymeri,Dairy,126.2704,18/12/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,3629.9416
FDN03,12.81734421,regular,0.015016891,Lyerut,Meat,248.6408,05/05/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,6759.2016
FDF57,14.5,regular,0.059160135,Volfig,Fruits and Vegetables,170.7448,04/06/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,2045.3376
DRM37,15.35,low fat,0.096379585,Berryhypo,Soft Drinks,196.5768,20/06/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,4729.8432
NCD54,21.1,low fat,0.029008944,Floatchug,Household,143.3786,20/06/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,866.8716
NCQ42,13.3847365,low fat,0.039078047,Cantouniv,Household,128.3678,21/07/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3179.195
FDW49,19.5,low fat,0.082536604,Humorvane,Canned,177.2002,16/01/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,2149.2024
DRI03,6.03,low fat,0.0226848,Wpmtov,Dairy,178.1028,06/07/2018,OUT013,1987,High,Tier 3,Supermarket Type1,4604.6728
FDD14,20.7,low fat,0.170152831,Fewcad,Canned,182.6266,31/07/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,2581.9724
FDN02,16.5,low fat,0.073827748,Lovdom,Canned,208.8638,23/11/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2484.7656
FDQ45,12.98787955,regular,0.010864186,Yamned,Snack Foods,185.3608,30/03/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,5329.0632
FDX56,17.1,regular,0.07436116,Booelf,Fruits and Vegetables,206.1638,02/06/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,4141.276
FDE51,13.4260689,regular,0.168901843,Eyecub,Dairy,43.4086,24/10/2017,OUT019,1985,Small,Tier 1,Grocery Store,44.6086
FDT47,5.26,regular,0.02455854,Reeksmisc,Breads,95.6068,23/03/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,2332.9632
FDM22,14,regular,0.041949832,Soyvan,Snack Foods,54.064,21/09/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1118.544
FDB27,7.575,low fat,0.055502454,Flufur,Dairy,196.5768,20/05/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1576.6144
FDE02,12.30570501,low fat,0.120663214,Randymeri,Canned,95.6778,04/08/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,2910.2118
FDD38,16.75,regular,0.00819018,Skidssops,Canned,103.7674,01/12/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,2852.2872
FDF34,9.3,regular,0.014098693,Yamned,Snack Foods,197.7084,02/09/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,3372.9428
FDP15,15.2,low fat,0.062283811,Cantouniv,Meat,256.033,05/10/2017,OUT010,1998,Small,Tier 3,Grocery Store,1281.665
NCI29,8.6,low fat,0.032806066,Fewcad,Health and Hygiene,143.6154,17/05/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2127.231
FDU27,18.6,regular,0.172446822,Borestabs,Meat,47.1376,08/06/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,767.0016
NCD55,13.3847365,low fat,0.024213354,Reeksmisc,Household,42.4454,17/04/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,293.6178
FDU37,9.5,regular,0.068129315,Loresgunk,Canned,79.596,22/04/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,1038.648
FDA01,15,regular,0.054685839,Skidssops,Canned,60.2904,16/04/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,1581.9408
FDS13,6.465,low fat,0.124758619,Forksjohn,Canned,264.1884,05/04/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,3444.8492
FDK55,18.5,low fat,0.02586664,Hahlee,Meat,88.9172,04/02/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1695.1268
FDR36,6.715,regular,0.121563385,Cantouniv,Baking Goods,43.7454,03/04/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,545.2902
DRK49,14.15,low fat,0.035999599,Muralcell,Soft Drinks,41.5138,31/12/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,162.4552
DRM23,11.40032787,low fat,0.064942556,Quaext,Hard Drinks,171.7422,10/03/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,6207.9192
FDH47,13.5,regular,0.21561193,Girthbrin,Starchy Foods,98.6068,05/01/2017,OUT010,1998,Small,Tier 3,Grocery Store,97.2068
FDZ21,17.6,regular,0.039381633,Lexlee,Snack Foods,98.041,30/08/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,675.787
FDI57,19.85,low fat,0.054331235,Volfig,Seafood,198.7768,13/04/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,4532.7664
FDK26,12.30570501,regular,0.056338482,Ifsgun,Canned,184.624,01/04/2017,OUT019,1985,Small,Tier 1,Grocery Store,1304.968
FDQ36,7.855,regular,0.161516894,Dampswiny,Baking Goods,37.0848,16/09/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,447.4176
FDJ58,12.98787955,regular,0.184359831,Dampswiny,Snack Foods,172.6764,16/01/2018,OUT019,1985,Small,Tier 1,Grocery Store,858.882
FDD45,8.615,low fat,0.116484721,Eyecub,Fruits and Vegetables,94.1436,27/09/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1134.5232
FDG50,7.405,low fat,0.015302764,Airare,Canned,89.9146,15/05/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,2189.1504
FDO36,12.27710821,low fat,0.136417078,Bigshy,Baking Goods,179.766,15/09/2018,OUT019,1985,Small,Tier 1,Grocery Store,179.766
NCW42,18.2,low fat,0.058707159,Chaoszulu,Household,220.5456,26/01/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,3094.6384
NCH18,9.3,low fat,0.074753743,Loresgunk,Household,246.4802,02/12/2018,OUT010,1998,Small,Tier 3,Grocery Store,982.7208
FDY59,12.27710821,low fat,0.031251369,Lyerut,Baking Goods,93.3462,26/07/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,1018.0082
NCO42,21.25,low fat,0.024705597,Vuggypelf,Household,145.1102,18/09/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1603.9122
FDM45,8.655,regular,0.088693595,Eyecub,Snack Foods,122.5756,18/08/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2181.1608
NCV29,11.8,low fat,0.038235337,Girthbrin,Health and Hygiene,177.5686,07/12/2017,OUT010,1998,Small,Tier 3,Grocery Store,711.0744
FDT08,13.22476938,low fat,0.048980156,Humorvane,Fruits and Vegetables,148.705,29/05/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,2996.1
NCQ43,13.85328467,low fat,0.194874778,Lindymali,Others,110.2912,14/12/2017,OUT019,1985,Small,Tier 1,Grocery Store,218.3824
NCA54,16.5,low fat,0.036611104,Midnam,Household,180.9318,31/10/2018,OUT013,1987,High,Tier 3,Supermarket Type1,3247.7724
FDW55,12.6,regular,0.068512943,Piperfide,Fruits and Vegetables,248.8092,30/04/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,6723.2484
FDI10,12.98787955,regular,0.07802465,Volfig,Snack Foods,171.4422,09/12/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3448.844
NCS53,13.14231395,low fat,0.157190017,Aportzeds,Health and Hygiene,156.8604,16/01/2018,OUT019,1985,Small,Tier 1,Grocery Store,316.9208
FDZ35,11.34693627,regular,0.022170592,Arisemews,Breads,105.199,30/10/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3199.169
FDF10,15.5,regular,0.156797787,Skidssops,Snack Foods,148.6418,19/06/2018,OUT013,1987,High,Tier 3,Supermarket Type1,3972.8286
FDO38,17.25,low fat,0.07325106,Lexlee,Canned,76.4986,15/04/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,778.986
FDY45,17.5,low fat,0.026289984,Fitimp,Snack Foods,253.7356,07/08/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,3815.034
FDC40,16,regular,0.065328932,Coynow,Dairy,78.4986,03/08/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1791.6678
NCO54,19.5,low fat,0.014296484,Skidssops,Household,53.7614,06/07/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1436.7964
FDQ14,9.27,low fat,0.062038986,Bigshy,Dairy,148.005,29/09/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1797.66
FDM10,18.25,low fat,0.075908374,Vuggypelf,Snack Foods,213.4218,22/06/2018,OUT013,1987,High,Tier 3,Supermarket Type1,3846.9924
DRK23,8.395,low fat,0.072383777,Soughscop,Hard Drinks,251.504,24/02/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,7084.112
NCR17,9.8,low fat,0.024363026,Airare,Health and Hygiene,114.0492,27/12/2018,OUT013,1987,High,Tier 3,Supermarket Type1,2085.2856
FDG31,12.81734421,low fat,0.066351687,Ifsgun,Meat,65.0826,26/11/2017,OUT019,1985,Small,Tier 1,Grocery Store,193.7478
FDH02,7.27,regular,0.020823289,Arisemews,Canned,92.4488,02/12/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,996.0368
DRH37,17.6,low fat,0.041851756,Betuhs,Soft Drinks,162.7526,26/06/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,3124.5994
DRC36,13,regular,0.045239326,Betuhs,Soft Drinks,174.1054,20/07/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,4377.635
FDB56,8.75,regular,0.074778547,Cspkit,Fruits and Vegetables,186.3556,10/04/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,3567.3564
NCK54,12.15,low fat,0.029583249,Wpmtov,Household,114.715,20/01/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1048.635
NCQ17,10.3,low fat,0.05521598,Chaoszulu,Health and Hygiene,154.663,08/06/2018,OUT013,1987,High,Tier 3,Supermarket Type1,2816.334
FDM13,6.425,low fat,0.063432676,Wpmtov,Breakfast,132.8626,19/05/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,524.6504
FDT44,16.6,low fat,0.103406065,Wpmtov,Fruits and Vegetables,116.4466,22/01/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1178.466
FDO28,12.86706128,low fat,0.126585095,Lindymali,Frozen Foods,122.4098,27/05/2018,OUT019,1985,Small,Tier 1,Grocery Store,120.5098
NCK07,10.65,low fat,0.04896208,Floatchug,Others,165.8526,15/10/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,3946.8624
NCP05,19.6,low fat,0.025286583,Cantouniv,Health and Hygiene,151.8024,14/08/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,1366.2216
FDX11,16,regular,0.106752081,Hahlee,Baking Goods,181.4634,05/05/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.5804
FDS52,8.89,low fat,0.005485618,Cspkit,Frozen Foods,99.3016,04/11/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,607.2096
FDB14,20.25,regular,0.102932246,Eyecub,Canned,93.212,11/10/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1304.968
NCY06,13.3847365,low fat,0.060888514,Humorvane,Household,130.1968,30/07/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,1565.9616
FDS45,5.175,regular,0.029662795,Losesimps,Snack Foods,105.2622,15/03/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2328.9684
DRF23,4.61,low fat,0.064942556,Skidssops,Hard Drinks,173.8396,05/08/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1221.0772
FDD33,13.22476938,low fat,0.068512943,Lexlee,Fruits and Vegetables,231.9642,02/03/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,6970.926
NCA53,11.395,low fat,0.009918699,Rantsknox,Health and Hygiene,49.4034,23/10/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,777.6544
FDC46,17.7,low fat,0.116520447,Laxnod,Snack Foods,186.0266,31/01/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,2950.8256
NCW41,18,low fat,0.015447454,Chaoszulu,Health and Hygiene,159.2604,14/07/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,3961.51
FDZ39,19.7,regular,0.018098194,Reeksmisc,Meat,104.599,15/12/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,309.597
FDE51,5.925,regular,0.097012989,Syriameal,Dairy,42.9086,16/12/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,758.3462
FDG32,13.22476938,low fat,0.17514326,Yamned,Fruits and Vegetables,222.3772,14/08/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,9562.2196
NCK07,10.65,low fat,0.048785427,Booelf,Others,163.9526,07/10/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1644.526
NCQ41,14.8,low fat,0.019476708,Flufur,Health and Hygiene,193.0794,03/10/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,3901.588
FDL36,15.1,low fat,0.076229769,Wpmtov,Baking Goods,90.483,10/07/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1617.894
FDQ26,13.5,regular,0.072427198,Sanvim,Dairy,57.8562,23/05/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,711.0744
FDR02,16.7,low fat,0.022190488,Scalebend,Dairy,113.1886,15/03/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,3335.658
FDV59,13.35,low fat,0.066255098,Betuhs,Breads,217.6166,25/05/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,3265.749
FDZ33,10.195,low fat,0.066850223,Ileumshun,Snack Foods,147.2076,09/11/2018,OUT010,1998,Small,Tier 3,Grocery Store,739.038
NCT41,15.7,low fat,0.05610384,Yamned,Health and Hygiene,153.5024,25/10/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,2580.6408
FDB17,13.15,low fat,0.061381589,Shycrc,Frozen Foods,179.9976,25/12/2018,OUT010,1998,Small,Tier 3,Grocery Store,181.0976
FDN44,13.15,low fat,0.022795611,Aportzeds,Fruits and Vegetables,160.192,09/12/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1597.92
FDE45,12.1,low fat,0.040323731,Eyecub,Fruits and Vegetables,180.0002,19/01/2017,OUT013,1987,High,Tier 3,Supermarket Type1,4656.6052
FDG47,12.8,low fat,0.070012633,Booelf,Starchy Foods,262.8252,20/10/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,2885.5772
NCP02,13.3847365,low fat,0.044591774,Hadjiprom,Household,59.6562,13/02/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,2192.4794
FDW02,4.805,regular,0.037699423,Ifsgun,Dairy,125.5704,04/08/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,3880.2824
NCM53,18.75,low fat,0.052040915,Fitimp,Health and Hygiene,105.728,14/09/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2024.032
FDD47,7.6,regular,0.142292265,Humorvane,Starchy Foods,171.3448,19/05/2018,OUT013,1987,High,Tier 3,Supermarket Type1,3238.4512
FDE28,9.5,regular,0.132521929,Reeksmisc,Frozen Foods,228.6668,14/09/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,4146.6024
FDV12,16.7,regular,0.061122656,Humorvane,Baking Goods,100.0384,23/06/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,2463.46
FDE36,5.26,regular,0.041942549,Syriameal,Baking Goods,165.4868,26/10/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,2293.0152
FDU45,15.6,regular,0.035506142,Forksjohn,Snack Foods,112.4518,05/12/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,3301.7022
FDP28,13.65,regular,0.080573371,Coynow,Frozen Foods,260.1936,27/01/2018,OUT013,1987,High,Tier 3,Supermarket Type1,3914.904
FDH33,12.85,low fat,0.121972274,Yamned,Snack Foods,43.1428,26/09/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,703.0848
FDO44,12.6,low fat,0.087436672,Lovdom,Fruits and Vegetables,109.9228,28/04/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,663.1368
FDR07,13.22476938,low fat,0.136119549,Reeksmisc,Fruits and Vegetables,94.1094,28/06/2017,OUT019,1985,Small,Tier 1,Grocery Store,190.4188
FDJ45,17.75,low fat,0.073396761,Soughscop,Seafood,35.1216,19/04/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,830.9184
FDS59,14.8,regular,0.073468631,Funvex,Breads,110.857,10/04/2018,OUT010,1998,Small,Tier 3,Grocery Store,329.571
FDU34,18.25,low fat,0.075132353,Bigshy,Snack Foods,125.9046,11/07/2018,OUT013,1987,High,Tier 3,Supermarket Type1,2365.5874
NCL06,14.65,low fat,0.120624771,Floatchug,Household,261.7594,07/04/2018,OUT010,1998,Small,Tier 3,Grocery Store,523.3188
FDR37,16.5,regular,0.110888167,Eyecub,Breakfast,181.6292,18/03/2017,OUT010,1998,Small,Tier 3,Grocery Store,1094.5752
NCM53,18.75,low fat,0.052252908,Reeksmisc,Health and Hygiene,105.728,02/06/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1704.448
DRG25,10.5,low fat,0.019046089,Randymeri,Soft Drinks,188.424,01/06/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,2237.088
DRE25,15.35,low fat,0.073397129,Funvex,Soft Drinks,91.912,03/12/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,2609.936
FDZ45,14.1,low fat,0.067011609,Lovdom,Snack Foods,197.1084,15/07/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,2182.4924
NCV53,8.27,low fat,0.031490111,Booelf,Health and Hygiene,239.088,28/07/2018,OUT010,1998,Small,Tier 3,Grocery Store,719.064
FDR55,12.15,regular,0.132621594,Leepad,Fruits and Vegetables,190.1872,02/03/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,3781.744
FDS47,11.34693627,low fat,0.066255098,Midnam,Breads,87.6856,02/05/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,1845.5976
DRG27,8.895,low fat,0.105110692,Soyvan,Dairy,41.1138,25/11/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,690.4346
FDA02,14,regular,0.02976887,Booelf,Dairy,145.4786,19/04/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1300.3074
FDF45,18.2,regular,0.012229464,Coynow,Fruits and Vegetables,56.8904,12/12/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1406.1696
FDZ58,17.85,low fat,0.052176861,Laxnod,Snack Foods,122.8072,13/09/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,857.5504
NCH30,17.1,low fat,0.06725846,Soyvan,Household,115.186,07/05/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2490.092
FDN03,9.8,regular,0.025257508,Fitimp,Meat,248.5408,01/09/2017,OUT010,1998,Small,Tier 3,Grocery Store,751.0224
FDH12,9.6,low fat,0.085085743,Hahlee,Baking Goods,105.128,18/01/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1065.28
NCH54,13.5,low fat,0.12163321,Aportzeds,Household,161.692,04/02/2018,OUT010,1998,Small,Tier 3,Grocery Store,159.792
DRH01,17.5,low fat,0.098102581,Coynow,Soft Drinks,172.9738,10/01/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,4344.345
FDX01,12.30570501,low fat,0.024047319,Midnam,Canned,115.515,09/06/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,1980.755
FDD34,7.945,low fat,0.01596609,Quaext,Snack Foods,163.521,30/12/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,1794.331
FDC53,12.86706128,low fat,0.008792907,Dreamcoma,Frozen Foods,96.7384,04/11/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,2956.152
FDO28,5.765,low fat,0.072238195,Netpit,Frozen Foods,120.0098,02/05/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1687.1372
DRJ51,14.1,low fat,0.08849163,Borestabs,Dairy,231.1668,30/10/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,7602.1044
FDD14,20.7,low fat,0.170500183,Micronard,Canned,184.1266,19/09/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1659.8394
FDW35,10.6,low fat,0.011134397,Sanvim,Breads,42.8454,17/06/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,167.7816
NCH18,9.3,low fat,0.044730667,Sanvim,Household,245.1802,13/06/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2456.802
FDK20,12.6,regular,0.04179272,Sanvim,Fruits and Vegetables,122.0072,21/01/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,1347.5792
FDY47,8.6,regular,0.054484461,Lyerut,Breads,130.131,17/06/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,1557.972
FDG32,19.85,low fat,0.175849067,Dampswiny,Fruits and Vegetables,222.0772,06/12/2018,OUT013,1987,High,Tier 3,Supermarket Type1,2001.3948
FDC20,10.65,low fat,0.024069113,Midnam,Fruits and Vegetables,56.2272,09/04/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272
NCS29,9,low fat,0.06953231,Micronard,Health and Hygiene,266.5884,05/12/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,6624.71
FDG53,10,low fat,0.045848263,Rantsknox,Frozen Foods,138.518,07/11/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,2237.088
FDV26,20.25,regular,0.076160451,Berryhypo,Dairy,196.2794,02/11/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2731.1116
FDE40,15.6,regular,0.099704558,Soyvan,Dairy,63.1194,20/07/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,1300.3074
FDM02,12.5,regular,0.073735058,Sanvim,Canned,87.1198,16/02/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,1657.1762
FDU11,4.785,low fat,0.0931174,Lexlee,Breads,118.6098,12/06/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,361.5294
FDB51,6.92,low fat,0.038446805,Chaoszulu,Dairy,63.5852,03/08/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,751.0224
FDQ03,15,regular,0.078172471,Micronard,Meat,238.8248,19/04/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,3555.372
DRK35,8.365,low fat,0.071992202,Sanvim,Hard Drinks,38.3506,06/09/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,986.7156
FDZ32,7.785,regular,0.038210084,Randymeri,Fruits and Vegetables,103.8964,02/09/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,946.7676
FDU38,10.8,low fat,0.0824812,Floatchug,Dairy,191.6504,23/02/2018,OUT013,1987,High,Tier 3,Supermarket Type1,2492.7552
DRM11,6.57,low fat,0.066069578,Reeksmisc,Hard Drinks,261.0278,01/03/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,4165.2448
FDS36,8.38,regular,0.046848322,Loresgunk,Baking Goods,110.557,23/11/2018,OUT013,1987,High,Tier 3,Supermarket Type1,3844.995
FDO52,11.6,regular,0.077164595,Berryhypo,Frozen Foods,172.5106,20/04/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2566.659
FDA04,11.3,regular,0.066833743,Volfig,Frozen Foods,257.2962,18/10/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2330.9658
NCE31,7.67,low fat,0.185596553,Leepad,Household,35.7216,24/04/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,69.2432
FDC33,8.96,regular,0.068925304,Laxnod,Fruits and Vegetables,196.9768,27/02/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,2759.0752
FDS33,6.67,regular,0.12367891,Quaext,Snack Foods,88.9514,27/03/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,885.514
NCJ05,18.7,low fat,0.046348967,Shycrc,Health and Hygiene,153.6682,05/08/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1677.1502
FDN51,17.85,regular,0.021065311,Chaoszulu,Meat,261.5936,22/12/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,6002.8528
FDZ10,12.98787955,low fat,0.077849833,Arisemews,Snack Foods,127.202,18/07/2018,OUT019,1985,Small,Tier 1,Grocery Store,506.008
NCQ30,7.725,low fat,0.029236727,Egopin,Household,123.8414,29/05/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1340.2554
FDL09,19.6,regular,0.127929521,Skidssops,Snack Foods,167.4816,22/01/2017,OUT013,1987,High,Tier 3,Supermarket Type1,3691.1952
FDU03,18.7,regular,0.091560606,Borestabs,Meat,182.3292,11/06/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,3831.0132
FDQ32,13.22476938,regular,0.081605462,Midnam,Fruits and Vegetables,122.3388,28/03/2017,OUT019,1985,Small,Tier 1,Grocery Store,371.5164
FDI38,13.35,regular,0.014626901,Piperfide,Canned,207.7638,25/08/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,3520.0846
FDE36,5.26,regular,0.041837331,Muralcell,Baking Goods,161.8868,16/11/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,5077.3908
FDY02,8.945,regular,0.088002959,Cantouniv,Dairy,261.391,08/01/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1840.937
NCA17,20.6,low fat,0.04551031,Aportzeds,Health and Hygiene,149.6392,25/05/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,894.8352
DRJ25,14.6,low fat,0.150801606,Cspkit,Soft Drinks,48.7692,20/01/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.73
FDI26,5.94,low fat,0.03495749,Netpit,Canned,177.1344,16/04/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,2854.9504
